CustId,Date,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
2273,5/14/2024,2,1,3,4,1,1,4,1,1
2274,6/5/2024,1,4,4,4,1,4,3,2,4
2275,4/22/2024,5,2,3,3,1,2,1,5,5
2276,6/10/2024,1,4,3,2,5,5,5,1,2
2277,6/6/2024,3,4,4,3,3,2,5,2,2
2278,3/28/2024,2,2,1,5,4,5,4,4,2
2279,5/4/2024,3,1,1,2,3,3,3,3,3
2280,5/24/2024,5,5,5,2,4,1,5,3,4
2281,5/4/2024,4,2,4,5,3,5,1,5,3
2282,4/18/2024,5,5,5,1,1,3,3,2,2
2283,6/2/2024,5,2,1,3,1,4,3,2,3
2284,5/18/2024,1,5,2,5,1,4,1,4,3
2285,6/26/2024,2,5,2,4,5,5,4,5,1
2286,4/12/2024,5,5,5,5,4,5,5,1,1
2287,3/22/2024,5,1,1,5,1,3,2,3,5
2288,3/27/2024,5,2,5,1,5,5,1,3,2
2289,4/25/2024,3,3,5,1,1,2,1,4,1
2290,3/27/2024,5,2,3,3,5,3,2,4,1
2291,6/4/2024,3,1,5,1,2,2,1,2,3
2292,4/5/2024,3,4,1,5,3,2,5,4,2
2293,6/15/2024,2,2,2,5,2,4,4,4,1
2294,3/29/2024,3,2,4,5,4,4,4,3,2
2295,6/15/2024,1,1,3,2,3,1,1,3,3
2296,5/15/2024,4,3,1,3,4,1,1,2,1
2297,3/19/2024,2,3,2,2,5,5,2,2,4
2298,5/21/2024,4,3,4,3,1,2,1,5,4
2299,4/3/2024,5,1,2,2,3,3,3,4,1
2300,3/20/2024,3,4,2,5,3,3,1,3,3
2301,5/20/2024,4,3,1,5,1,3,3,4,3
2302,6/1/2024,4,4,2,4,1,3,2,3,5
2303,6/11/2024,2,5,3,4,1,2,3,3,2
2304,5/9/2024,5,1,4,4,1,2,5,3,4
2305,6/16/2024,4,3,2,5,5,1,2,1,1
2306,3/21/2024,1,1,5,4,3,4,1,5,2
2307,6/11/2024,1,2,5,3,5,2,4,4,2
2308,3/24/2024,1,3,2,1,4,5,3,2,5
2309,3/22/2024,3,3,2,2,1,3,4,2,2
2310,3/19/2024,2,1,3,2,2,5,3,5,2
2311,6/22/2024,3,2,4,2,3,4,2,1,1
2312,5/27/2024,1,3,3,3,2,1,5,4,5
2313,6/16/2024,2,2,1,5,3,1,3,4,1
2314,4/23/2024,1,1,4,4,2,1,1,2,1
2315,6/27/2024,1,4,3,4,2,3,5,5,1
2316,5/5/2024,4,1,2,5,3,5,5,1,5
2317,4/23/2024,1,5,1,1,5,4,2,5,1
2318,4/24/2024,3,3,3,3,1,1,3,4,5
2319,6/21/2024,1,3,4,3,5,3,5,3,4
2320,5/28/2024,3,5,3,3,4,1,1,1,5
2321,5/18/2024,5,4,1,5,1,1,1,3,5
2322,6/4/2024,5,4,5,3,2,3,3,1,4
2323,3/30/2024,3,3,2,1,1,1,2,1,1
2324,5/24/2024,5,2,1,3,2,3,4,3,3
2325,4/13/2024,1,1,5,5,1,3,4,1,4
2326,4/24/2024,3,5,4,3,5,2,1,1,3
2327,6/10/2024,3,4,3,2,3,3,2,2,3
2328,4/17/2024,2,3,5,2,5,1,1,3,3
2329,5/12/2024,3,2,4,3,4,2,3,3,3
2330,5/24/2024,5,5,4,5,2,2,2,2,5
2331,5/3/2024,4,1,4,4,1,5,3,4,4
2332,5/11/2024,2,1,3,4,3,5,2,3,1
2333,5/31/2024,2,4,3,4,1,2,2,2,4
2334,5/11/2024,1,5,5,2,3,2,1,5,5
2335,3/17/2024,4,4,2,3,2,5,1,2,1
2336,6/27/2024,5,1,4,1,1,4,2,3,4
2337,4/11/2024,1,3,5,1,1,3,5,4,1
2338,5/25/2024,2,4,2,2,4,1,1,5,1
2339,4/13/2024,2,4,2,5,5,3,3,3,2
2340,6/14/2024,2,1,1,3,1,4,1,2,1
2341,6/17/2024,4,5,4,3,3,4,4,3,3
2342,6/3/2024,2,4,2,2,5,1,2,2,5
2343,6/3/2024,2,2,1,1,4,2,3,2,1
2344,5/15/2024,4,3,4,4,4,2,2,3,4
2345,3/19/2024,1,3,4,3,1,4,4,3,1
2346,6/25/2024,5,3,2,1,3,1,1,5,3
2347,6/15/2024,2,1,2,2,5,4,5,2,2
2348,3/31/2024,1,5,4,4,1,3,1,4,4
2349,6/9/2024,2,5,2,4,5,3,2,3,2
2350,4/22/2024,3,4,1,3,4,3,1,2,4
2351,6/8/2024,5,4,4,4,4,2,2,1,4
2352,4/24/2024,2,2,1,5,1,4,4,1,4
2353,6/11/2024,4,2,3,5,3,2,5,4,2
2354,5/3/2024,2,3,1,4,5,1,3,3,3
2355,5/30/2024,4,1,2,1,2,2,1,1,2
2356,4/12/2024,4,2,5,4,3,1,4,5,3
2357,5/27/2024,4,4,3,3,2,2,5,5,2
2358,3/26/2024,2,5,2,4,2,5,5,5,2
2359,6/2/2024,2,1,4,5,2,2,5,3,5
2360,5/24/2024,5,5,5,3,4,5,3,3,3
2361,5/19/2024,1,4,4,2,4,2,2,4,5
2362,4/11/2024,4,4,2,4,1,2,3,2,3
2363,3/19/2024,3,3,1,3,4,3,3,2,2
2364,4/15/2024,1,1,5,1,1,3,2,5,4
2365,3/30/2024,2,4,4,5,1,3,5,5,4
2366,5/4/2024,1,5,4,5,1,5,1,5,4
2367,4/16/2024,4,4,5,2,1,4,4,5,4
2368,5/9/2024,4,2,2,3,3,5,1,3,1
2369,5/14/2024,1,2,3,2,3,5,4,4,4
2370,5/2/2024,3,3,4,1,3,2,4,2,2
2371,6/20/2024,2,5,1,1,5,4,3,4,5
2372,6/20/2024,5,4,4,3,4,5,2,4,4
2373,4/21/2024,1,2,1,3,4,1,3,1,5
2374,3/20/2024,3,3,4,5,3,5,5,3,3
2375,5/16/2024,2,5,3,2,1,2,1,2,5
2376,4/23/2024,5,5,1,2,5,2,5,4,1
2377,3/25/2024,2,4,2,1,3,1,3,4,5
2378,3/17/2024,3,2,3,5,5,5,3,1,4
2379,5/17/2024,2,2,3,2,1,5,5,3,5
2380,6/18/2024,2,3,1,4,4,2,1,5,4
2381,4/12/2024,1,3,3,2,3,2,1,4,3
2382,6/2/2024,4,5,5,1,3,5,3,5,1
2383,5/8/2024,4,2,1,1,5,2,1,5,4
2384,6/14/2024,5,2,5,4,2,1,4,4,2
2385,3/26/2024,2,5,5,3,3,2,1,5,1
2386,5/30/2024,1,1,4,2,2,5,5,2,5
2387,3/17/2024,2,2,3,4,3,5,5,1,5
2388,3/25/2024,5,2,3,5,4,3,5,3,1
2389,6/22/2024,2,5,4,2,2,3,2,5,2
2390,3/19/2024,2,1,2,4,2,3,4,3,3
2391,3/31/2024,5,2,4,5,4,4,3,5,3
2392,3/18/2024,2,3,2,2,3,5,5,5,5
2393,5/10/2024,2,5,4,1,1,3,4,4,3
2394,6/25/2024,2,3,2,2,1,1,4,2,2
2395,4/3/2024,5,5,5,1,4,1,2,3,4
2396,4/7/2024,3,1,3,2,1,1,2,2,5
2397,4/13/2024,1,2,3,3,4,3,2,5,2
2398,5/8/2024,4,2,5,4,3,5,3,1,4
2399,6/3/2024,5,4,3,4,4,5,1,3,1
2400,6/16/2024,2,4,5,5,1,1,4,4,4
2401,6/8/2024,1,5,3,3,3,2,2,2,3
2402,4/12/2024,4,2,4,1,1,1,5,5,1
2403,5/24/2024,4,4,1,3,5,5,5,2,5
2404,4/23/2024,5,5,1,2,1,3,4,5,4
2405,3/28/2024,1,4,1,4,2,4,1,5,5
2406,3/26/2024,3,5,3,4,5,2,5,5,4
2407,3/19/2024,4,2,1,3,2,3,2,2,1
2408,3/28/2024,5,3,3,5,1,2,3,4,4
2409,6/7/2024,5,2,1,3,5,5,4,4,2
2410,4/25/2024,4,2,5,2,3,2,4,4,4
2411,5/24/2024,1,4,3,5,3,2,5,5,3
2412,4/19/2024,2,2,1,5,5,1,2,1,2
2413,5/1/2024,2,4,4,1,3,3,1,4,1
2414,5/20/2024,2,4,1,1,1,4,2,1,3
2415,4/29/2024,3,4,4,2,5,1,5,5,3
2416,5/1/2024,1,5,2,3,3,5,3,5,2
2417,6/26/2024,1,2,2,2,4,1,4,3,1
2418,6/3/2024,4,2,2,4,4,4,2,4,4
2419,5/27/2024,5,4,4,5,1,1,2,3,5
2420,3/31/2024,4,2,5,4,4,4,5,4,5
2421,3/31/2024,4,2,3,4,1,1,2,2,5
2422,3/20/2024,3,4,2,1,4,1,2,1,3
2423,3/19/2024,4,2,5,4,2,3,3,1,2
2424,6/25/2024,1,1,4,3,3,5,4,1,2
2425,6/30/2024,5,5,1,2,5,4,3,5,5
2426,5/15/2024,2,5,2,5,4,2,2,3,3
2427,6/17/2024,1,3,1,2,3,5,1,1,4
2428,4/6/2024,3,2,2,5,2,4,5,1,4
2429,3/23/2024,2,1,3,2,2,3,2,5,5
2430,4/15/2024,5,3,2,3,1,1,3,3,3
2431,5/30/2024,2,5,5,2,3,1,4,3,4
2432,5/22/2024,2,5,5,2,2,4,2,5,1
2433,6/7/2024,5,4,2,3,5,1,4,1,1
2434,3/18/2024,5,2,2,5,2,5,1,3,1
2435,4/15/2024,4,1,3,1,2,1,3,4,1
2436,4/10/2024,5,1,2,5,2,2,3,5,1
2437,3/27/2024,4,3,3,5,4,2,1,5,2
2438,6/29/2024,5,1,3,5,1,3,1,5,4
2439,6/9/2024,5,3,4,4,2,4,4,4,3
2440,4/19/2024,4,5,5,1,4,3,3,3,1
2441,3/24/2024,4,3,2,3,1,2,1,2,3
2442,5/15/2024,3,4,2,1,2,5,4,4,2
2443,5/28/2024,2,4,1,4,2,3,5,3,2
2444,6/20/2024,4,3,4,2,5,4,3,2,3
2445,6/6/2024,3,5,4,5,2,1,4,2,1
2446,5/9/2024,5,4,5,2,4,4,2,1,3
2447,6/17/2024,5,4,1,1,5,1,2,2,1
2448,6/17/2024,4,4,1,1,5,2,4,4,3
2449,5/15/2024,1,1,1,5,4,1,2,1,3
2450,5/25/2024,3,2,4,1,4,3,4,5,4
2451,5/5/2024,2,3,2,5,2,4,5,3,1
2452,6/5/2024,3,5,1,2,2,4,2,2,4
2453,4/20/2024,2,4,4,5,1,4,2,5,5
2454,5/25/2024,5,4,1,1,2,1,3,2,4
2455,6/1/2024,5,5,1,2,1,5,4,1,5
2456,6/26/2024,5,4,3,4,1,4,3,2,3
2457,3/17/2024,4,2,1,5,2,3,2,4,3
2458,4/21/2024,1,4,2,1,2,2,2,3,4
2459,4/9/2024,5,1,4,4,2,3,1,2,2
2460,4/29/2024,2,3,2,3,1,5,3,1,2
2461,3/31/2024,2,5,5,3,3,3,5,1,2
2462,5/24/2024,2,1,4,2,3,5,3,4,4
2463,5/11/2024,3,1,3,5,4,4,2,1,5
2464,5/28/2024,3,5,5,2,3,1,1,2,5
2465,4/27/2024,5,4,2,2,1,1,3,3,1
2466,3/26/2024,1,5,5,3,1,3,3,1,3
2467,5/16/2024,1,1,2,2,2,1,4,1,2
2468,4/30/2024,5,1,2,3,5,2,3,5,3
2469,6/17/2024,5,5,1,2,3,3,5,2,2
2470,4/4/2024,5,1,3,1,1,2,1,3,2
2471,5/4/2024,3,2,3,2,5,3,2,3,5
2472,5/13/2024,5,3,5,3,5,4,3,1,2
2473,6/29/2024,2,2,3,2,3,3,4,4,3
2474,3/21/2024,4,3,3,5,1,1,5,3,4
2475,5/20/2024,1,4,3,3,4,1,1,5,1
2476,6/9/2024,4,4,1,5,5,4,5,1,5
2477,3/29/2024,2,1,2,4,4,4,2,3,3
2478,4/26/2024,1,3,3,2,2,2,2,3,2
2479,6/8/2024,2,1,5,3,2,5,1,3,1
2480,5/6/2024,2,5,2,5,5,3,3,1,3
2481,5/31/2024,3,3,4,2,3,2,5,1,1
2482,3/23/2024,5,1,3,2,5,3,3,3,1
2483,6/18/2024,2,3,5,1,2,4,2,3,1
2484,6/21/2024,3,2,1,1,1,1,3,5,1
2485,4/20/2024,1,4,2,5,4,1,4,4,4
2486,4/17/2024,5,3,3,1,2,3,5,1,3
2487,6/19/2024,2,1,4,1,5,3,3,1,2
2488,4/12/2024,3,1,2,3,1,5,2,2,2
2489,3/31/2024,5,5,1,3,1,4,2,3,1
2490,5/25/2024,2,1,4,1,4,5,1,4,1
2491,4/30/2024,4,1,5,2,3,2,2,2,1
2492,5/4/2024,2,3,3,5,4,4,4,4,1
2493,4/30/2024,2,3,2,4,1,1,4,2,4
2494,6/26/2024,3,5,5,4,5,5,1,1,2
2495,3/23/2024,5,2,2,1,5,2,2,3,1
2496,3/19/2024,3,3,1,1,4,3,5,5,2
2497,3/26/2024,4,3,4,1,1,1,4,5,5
2498,4/7/2024,1,4,3,5,3,2,3,3,1
2499,3/25/2024,3,4,1,1,4,1,4,4,3
2500,6/9/2024,2,5,5,1,4,1,5,3,5
2501,6/8/2024,5,1,1,3,3,5,3,4,5
2502,6/30/2024,1,4,5,2,5,1,4,4,5
2503,5/26/2024,3,4,4,2,5,1,1,5,2
2504,5/7/2024,2,3,1,5,4,4,3,5,4
2505,5/1/2024,3,2,4,5,1,4,2,3,4
2506,4/24/2024,4,1,1,4,1,4,2,3,3
2507,3/27/2024,1,2,4,4,2,3,3,4,3
2508,6/4/2024,1,1,5,1,5,3,1,4,3
2509,3/30/2024,1,4,3,3,1,2,1,1,3
2510,5/7/2024,2,4,1,3,4,2,1,1,4
2511,5/10/2024,5,1,3,4,4,4,3,2,4
2512,5/30/2024,3,1,5,4,2,5,4,4,2
2513,6/26/2024,2,3,3,3,5,2,2,4,2
2514,5/11/2024,4,1,4,5,3,1,4,5,4
2515,4/28/2024,1,1,2,4,4,1,5,3,1
2516,6/5/2024,5,5,5,5,5,4,5,1,1
2517,5/31/2024,2,2,5,4,4,4,5,3,1
2518,4/14/2024,4,4,5,2,3,2,1,2,4
2519,5/8/2024,4,1,4,2,3,4,4,3,1
2520,6/15/2024,4,2,3,2,5,5,2,2,1
2521,6/8/2024,3,2,3,2,5,1,2,1,2
2522,4/5/2024,1,1,3,2,1,4,5,1,4
2523,4/12/2024,5,4,5,3,3,1,4,4,1
2524,5/8/2024,3,1,4,2,3,1,4,4,2
2525,5/13/2024,1,3,4,2,4,1,4,3,3
2526,6/20/2024,5,3,2,4,1,4,3,5,2
2527,3/24/2024,3,3,2,5,1,2,3,5,4
2528,6/23/2024,2,4,2,4,1,3,3,1,3
2529,3/31/2024,1,1,5,3,5,5,2,1,2
2530,3/21/2024,1,2,4,4,3,5,5,1,5
2531,4/12/2024,5,4,1,4,3,4,1,4,3
2532,4/26/2024,5,2,2,5,2,4,3,4,3
2533,4/22/2024,4,1,1,5,5,3,4,2,2
2534,3/22/2024,1,4,5,1,4,5,4,1,5
2535,5/21/2024,2,5,2,1,1,1,2,2,2
2536,4/4/2024,4,2,1,4,3,2,4,3,1
2537,5/5/2024,3,3,3,1,5,2,4,1,4
2538,3/18/2024,1,2,4,2,5,1,3,1,1
2539,3/29/2024,1,5,5,4,2,5,1,4,3
2540,4/22/2024,4,1,2,5,3,3,3,5,3
2541,6/13/2024,4,4,1,2,2,5,2,3,2
2542,6/5/2024,4,5,5,1,1,5,1,4,5
2543,3/30/2024,1,3,1,5,1,1,2,2,2
2544,6/1/2024,2,1,5,5,4,1,2,1,3
2545,4/17/2024,4,2,5,3,2,5,2,4,1
2546,4/27/2024,5,1,4,1,2,5,5,1,3
2547,5/28/2024,2,3,4,4,4,4,5,4,4
2548,6/7/2024,5,5,2,5,3,4,5,2,5
2549,5/19/2024,4,4,2,5,4,4,5,4,2
2550,6/9/2024,5,1,3,2,1,3,2,3,2
2551,4/4/2024,3,3,2,1,5,1,5,3,4
2552,5/8/2024,1,4,2,5,5,1,3,3,5
2553,6/11/2024,4,3,3,2,2,2,5,3,3
2554,3/18/2024,3,4,2,4,5,5,5,1,2
2555,3/20/2024,1,3,3,2,4,5,3,1,1
2556,6/30/2024,1,2,5,5,2,3,2,3,1
2557,6/8/2024,1,4,5,5,3,1,3,4,2
2558,5/31/2024,5,2,5,5,2,1,5,3,5
2559,5/22/2024,1,4,4,5,2,1,2,3,5
2560,3/25/2024,2,1,5,4,1,1,1,5,3
2561,4/12/2024,3,4,2,4,4,5,4,1,5
2562,6/5/2024,1,2,1,4,4,1,2,4,5
2563,6/20/2024,2,3,2,4,1,2,3,3,5
2564,4/9/2024,2,1,3,5,2,5,2,4,3
2565,5/31/2024,2,3,5,5,4,4,2,1,4
2566,4/4/2024,1,3,4,4,5,4,4,3,4
2567,4/26/2024,3,3,2,4,4,1,1,4,1
2568,5/8/2024,4,2,5,3,2,3,5,2,3
2569,4/25/2024,2,2,1,5,1,5,5,5,1
2570,3/27/2024,1,2,2,4,5,1,2,4,2
2571,5/24/2024,5,5,1,2,1,1,2,4,5
2572,6/22/2024,1,5,2,1,2,4,4,2,1
2573,3/22/2024,3,4,5,4,4,2,3,1,4
2574,4/18/2024,1,4,2,3,1,2,2,3,2
2575,6/8/2024,2,3,3,3,1,4,1,4,1
2576,4/14/2024,1,5,1,1,2,1,2,3,4
2577,6/17/2024,3,3,5,1,4,4,4,3,4
2578,5/12/2024,3,3,3,2,3,2,5,4,3
2579,5/6/2024,4,3,1,3,4,4,1,2,4
2580,5/14/2024,3,5,2,2,2,4,2,1,5
2581,5/15/2024,4,1,4,5,2,2,3,5,3
2582,3/30/2024,5,5,4,2,4,2,4,5,1
2583,4/13/2024,3,3,2,4,5,1,3,1,1
2584,5/24/2024,3,4,4,5,1,3,3,4,2
2585,4/23/2024,3,4,3,3,4,1,1,3,3
2586,3/31/2024,2,2,5,2,5,4,2,2,1
2587,3/19/2024,1,1,1,1,1,3,4,2,5
2588,5/27/2024,4,4,1,3,5,1,4,5,3
2589,5/15/2024,1,4,4,5,3,1,3,5,3
2590,4/21/2024,1,1,2,4,2,2,3,2,3
2591,3/20/2024,4,5,3,3,5,2,3,2,1
2592,4/26/2024,2,4,2,2,4,5,3,1,5
2593,4/10/2024,4,3,2,4,3,1,2,4,2
2594,5/5/2024,4,2,3,1,4,2,4,1,2
2595,4/5/2024,2,2,5,5,4,4,4,4,5
2596,4/6/2024,4,2,1,2,4,3,1,2,2
2597,3/31/2024,1,1,2,5,3,4,2,1,5
2598,5/2/2024,5,3,3,2,5,4,3,5,5
2599,4/18/2024,1,4,1,4,1,1,1,4,2
2600,5/22/2024,5,4,3,5,4,4,1,3,2
2601,6/16/2024,1,4,1,2,4,4,3,3,3
2602,4/29/2024,3,2,3,3,4,1,2,2,1
2603,5/6/2024,4,5,4,1,5,2,1,2,4
2604,6/20/2024,1,1,5,2,2,1,5,3,4
2605,3/26/2024,3,3,3,2,5,1,1,2,1
2606,4/9/2024,5,4,3,5,1,3,2,5,4
2607,3/26/2024,4,5,5,2,3,4,2,4,4
2608,4/10/2024,5,2,4,5,1,3,3,1,4
2609,3/21/2024,2,5,2,4,2,3,3,3,4
2610,4/7/2024,2,5,4,5,4,1,1,1,5
2611,3/24/2024,1,3,5,2,5,5,5,5,2
2612,5/12/2024,2,5,5,5,2,3,1,3,1
2613,6/18/2024,2,5,3,3,5,5,4,1,4
2614,4/6/2024,2,5,2,4,3,5,2,1,3
2615,6/13/2024,3,1,5,2,2,1,2,4,1
2616,5/5/2024,3,3,4,4,5,4,3,2,1
2617,3/30/2024,1,2,1,4,1,1,4,3,5
2618,4/3/2024,3,5,5,5,1,1,1,5,5
2619,3/31/2024,4,5,2,1,3,1,4,1,3
2620,6/17/2024,1,2,2,3,5,4,4,2,5
2621,6/1/2024,2,2,5,5,1,3,5,1,1
2622,4/19/2024,5,1,3,1,1,2,3,2,4
2623,3/23/2024,4,5,5,5,1,2,3,5,3
2624,3/25/2024,1,2,5,3,2,1,4,1,3
2625,3/21/2024,1,5,1,3,3,1,3,2,5
2626,4/19/2024,2,5,4,2,1,1,3,5,4
2627,4/16/2024,4,5,5,4,5,5,5,3,1
2628,5/3/2024,1,3,3,1,1,3,2,5,1
2629,3/27/2024,5,4,2,4,3,3,3,5,2
2630,3/18/2024,4,4,4,4,4,5,5,2,4
2631,3/18/2024,4,2,3,5,2,1,1,1,5
2632,4/16/2024,2,1,5,3,4,3,1,5,2
2633,3/27/2024,5,5,3,2,5,5,2,2,3
2634,6/3/2024,2,1,5,4,4,4,2,4,3
2635,3/29/2024,1,2,1,1,2,3,3,2,3
2636,5/6/2024,3,4,5,1,2,1,4,1,2
2637,6/7/2024,4,4,2,3,4,5,1,1,3
2638,5/5/2024,3,3,3,5,5,4,4,1,2
2639,6/6/2024,4,3,2,1,3,5,5,2,1
2640,4/22/2024,3,5,3,5,3,3,2,5,2
2641,3/21/2024,4,5,1,4,5,5,4,2,1
2642,6/21/2024,3,5,5,1,2,5,4,3,1
2643,5/20/2024,4,5,4,1,5,3,1,2,5
2644,3/26/2024,1,4,1,1,2,5,1,4,4
2645,6/27/2024,3,1,5,5,2,2,1,3,5
2646,5/29/2024,3,5,5,4,4,2,4,1,5
2647,4/9/2024,2,1,2,1,5,4,4,3,4
2648,6/14/2024,1,3,5,5,2,1,3,2,1
2649,5/8/2024,3,2,2,5,3,1,4,1,1
2650,3/29/2024,1,3,1,1,3,1,5,2,3
2651,5/11/2024,5,2,1,3,5,3,2,1,3
2652,4/18/2024,3,5,4,5,5,1,2,3,3
2653,6/28/2024,4,2,3,1,1,2,1,1,1
2654,3/25/2024,4,3,4,4,3,1,1,3,5
2655,3/23/2024,3,4,1,3,3,3,5,3,4
2656,6/29/2024,2,4,2,4,1,2,5,4,5
2657,5/21/2024,2,4,5,4,4,4,2,2,3
2658,6/28/2024,3,3,3,3,5,2,5,3,1
2659,4/16/2024,4,4,4,2,1,4,1,2,3
2660,6/20/2024,5,5,3,2,1,3,2,1,5
2661,3/17/2024,1,5,5,3,3,3,3,5,5
2662,4/30/2024,1,3,1,4,1,3,2,1,1
2663,4/20/2024,3,3,4,5,1,2,4,2,2
2664,5/27/2024,3,2,5,5,3,5,2,4,1
2665,5/28/2024,5,2,5,5,4,3,3,4,5
2666,3/24/2024,3,1,3,5,2,4,5,5,1
2667,5/12/2024,4,4,2,3,2,3,3,3,2
2668,6/27/2024,4,2,2,5,3,1,4,4,2
2669,6/4/2024,2,1,4,5,3,4,1,1,5
2670,3/31/2024,3,4,3,5,3,4,3,4,5
2671,5/6/2024,4,3,5,3,4,3,1,5,1
2672,6/24/2024,1,1,3,5,4,3,2,1,1
2673,5/31/2024,2,4,4,4,5,4,4,2,1
2674,5/5/2024,5,2,5,2,5,2,5,2,4
2675,6/7/2024,5,1,1,3,5,1,5,5,4
2676,6/27/2024,3,2,5,4,4,1,5,2,2
2677,6/11/2024,2,2,4,3,5,1,4,5,3
2678,5/30/2024,1,1,2,5,4,4,4,4,5
2679,5/8/2024,5,4,4,4,3,1,2,4,2
2680,3/29/2024,4,3,5,3,4,5,3,5,4
2681,3/21/2024,5,1,3,2,1,5,4,3,4
2682,5/18/2024,1,1,1,1,1,1,5,4,2
2683,3/17/2024,3,5,3,2,5,4,3,5,1
2684,4/17/2024,3,3,4,4,5,1,2,5,3
2685,6/2/2024,4,2,1,1,5,4,2,1,4
2686,4/15/2024,1,2,1,5,4,1,4,3,4
2687,3/24/2024,3,3,5,2,1,2,3,5,5
2688,6/30/2024,4,4,5,3,1,3,4,3,1
2689,4/1/2024,1,4,3,4,2,3,3,2,3
2690,3/22/2024,3,2,2,2,5,2,4,5,5
2691,4/27/2024,4,1,5,1,2,2,3,4,4
2692,4/14/2024,1,4,5,2,4,3,3,5,1
2693,3/18/2024,2,3,3,5,2,5,3,5,4
2694,3/26/2024,2,3,2,1,5,3,4,3,1
2695,5/12/2024,1,2,4,3,4,2,1,3,1
2696,4/23/2024,1,3,4,4,2,4,2,1,4
2697,4/14/2024,5,1,3,5,1,2,3,2,5
2698,4/18/2024,5,2,4,2,1,3,1,2,2
2699,6/18/2024,5,2,3,4,4,1,2,2,5
2700,6/10/2024,5,2,1,4,1,3,2,5,4
2701,5/9/2024,2,2,4,4,5,5,3,3,2
2702,4/20/2024,1,5,1,5,4,5,2,4,3
2703,6/25/2024,1,5,5,2,1,1,5,4,4
2704,4/17/2024,5,1,4,2,4,4,4,4,5
2705,5/26/2024,3,3,4,1,2,4,4,4,2
2706,6/29/2024,3,2,3,1,5,4,5,4,2
2707,4/30/2024,4,4,4,3,2,1,2,4,2
2708,3/26/2024,4,1,2,1,2,3,3,1,4
2709,4/29/2024,1,1,3,5,4,3,2,1,2
2710,6/6/2024,3,2,2,2,5,5,5,4,4
2711,4/17/2024,4,4,5,3,1,1,5,3,3
2712,4/9/2024,2,5,1,3,2,3,2,5,5
2713,4/16/2024,1,4,2,3,5,5,4,1,3
2714,3/25/2024,2,1,3,2,3,5,5,4,1
2715,3/27/2024,2,1,3,1,3,4,4,3,4
2716,5/3/2024,5,3,4,5,3,4,2,2,2
2717,3/23/2024,1,5,5,2,1,1,1,5,1
2718,5/5/2024,2,3,5,5,4,2,2,3,3
2719,4/24/2024,1,5,3,4,5,3,4,5,3
2720,3/28/2024,1,3,1,3,4,1,3,1,3
2721,4/23/2024,4,4,5,2,1,2,1,3,4
2722,3/22/2024,2,1,1,4,4,3,4,5,3
2723,4/9/2024,5,3,1,5,1,3,1,4,5
2724,6/2/2024,2,4,5,5,2,3,4,2,5
2725,5/23/2024,1,5,2,2,2,5,5,5,4
2726,3/30/2024,2,1,3,1,3,1,4,2,2
2727,5/18/2024,3,2,5,3,2,3,3,5,2
2728,5/11/2024,5,1,1,3,2,4,1,1,4
2729,4/28/2024,3,2,3,2,3,5,3,4,2
2730,4/19/2024,5,4,2,4,3,4,1,3,1
2731,3/19/2024,1,4,4,4,3,4,1,5,1
2732,4/3/2024,2,4,2,4,3,2,4,1,5
2733,4/20/2024,5,1,5,3,3,3,3,1,1
2734,3/31/2024,5,3,1,3,4,2,4,4,5
2735,3/21/2024,5,4,2,2,2,1,2,5,2
2736,6/6/2024,3,2,1,4,1,4,1,5,3
2737,5/10/2024,1,3,1,1,1,3,2,3,4
2738,4/14/2024,2,5,3,3,3,5,1,2,5
2739,6/22/2024,1,1,1,3,2,1,4,2,4
2740,4/16/2024,3,3,1,2,1,2,4,3,2
2741,4/19/2024,5,2,2,4,4,3,5,3,3
2742,3/23/2024,5,1,4,3,2,2,1,5,1
2743,6/13/2024,1,1,1,4,3,1,5,1,2
2744,5/1/2024,2,1,5,5,1,1,5,4,2
2745,6/11/2024,4,4,4,4,2,2,2,5,5
2746,6/7/2024,1,2,3,1,3,5,3,2,4
2747,5/3/2024,1,2,3,5,3,3,5,3,3
2748,3/28/2024,2,2,4,5,2,3,2,1,4
2749,6/3/2024,1,1,2,2,2,4,4,4,2
2750,6/12/2024,1,4,3,1,2,4,2,5,3
2751,4/17/2024,2,2,1,3,2,2,1,1,4
2752,4/15/2024,1,2,3,2,2,4,5,4,5
2753,5/11/2024,1,1,3,3,4,5,4,4,3
2754,4/7/2024,4,1,3,3,2,5,5,4,2
2755,5/16/2024,5,3,5,2,4,3,1,5,4
2756,4/3/2024,2,4,2,2,4,5,1,3,2
2757,3/31/2024,2,2,5,1,5,4,2,4,2
2758,6/18/2024,1,2,4,5,3,2,1,2,1
2759,5/13/2024,1,4,1,3,2,2,5,4,3
2760,4/21/2024,4,2,2,1,5,3,5,5,5
2761,4/23/2024,1,2,4,2,4,5,2,5,4
2762,6/30/2024,5,3,1,4,5,1,2,3,1
2763,4/25/2024,2,3,1,5,1,1,5,3,5
2764,4/25/2024,1,2,5,4,4,2,4,2,1
2765,5/8/2024,2,2,4,5,5,1,3,1,2
2766,3/29/2024,3,2,1,5,2,5,3,5,3
2767,3/30/2024,5,3,1,1,2,1,3,4,2
2768,5/23/2024,3,1,3,3,4,4,5,3,2
2769,5/29/2024,4,5,3,4,3,5,3,4,2
2770,5/30/2024,2,2,2,5,4,3,3,2,3
